Country,State,Location,Activity,Date,Year,Type,Month,Sex,Age,Injury_Category,Time,Species,Fatal Y/N
Usa,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,14-apr-1988,1988,Unprovoked,April,M,14.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,14-apr-1988,1988,Unprovoked,April,M,,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,La Lucia,,10-apr-1988,1988,Invalid,April,F,,Minor injury,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing,31-mar-1988,1988,Unprovoked,March,F,30.0,Injury,No time specified,Other/Unknown,N
Usa,Hawaii,"Running Waters Beach, Ninini Point, Kaua'I",Body surfing,25-mar-1988,1988,Unprovoked,March,M,,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,Isipingo,Surfing,16-mar-1988,1988,Unprovoked,March,M,17.0,Injury,16:45,Other/Unknown,N
Reunion,Saint-Pierre,Pic Du Diable,Surfing,14-mar-1988,1988,Unprovoked,March,M,,Injury,18:30,Other/Unknown,N
South Africa,Kwazulu-Natal,"Brighton Beach, Durban",,15-feb-1988,1988,Watercraft,February,Unknown,,No injury,No time specified,Raggedtooth Shark,N
South Africa,Eastern Cape Province,Nahoon,Surfing,14-feb-1988,1988,Unprovoked,February,M,20.0,Injury,17:00,Other/Unknown,N
South Africa,Kwazulu-Natal,Mtunzini,Lying atop surfboard,13-feb-1988,1988,Unprovoked,February,F,15.0,Severe injury,07:40,Other/Unknown,N
Australia,Western Australia,18 Km West Of Bunbury,Drift fishing,12-feb-1988,1988,Watercraft,February,Unknown,,No injury,No time specified,Other/Unknown,N
Fiji,Vanua Levu,,Diving,02-feb-1988,1988,Unprovoked,February,M,22.0,Injury,No time specified,Tiger Shark,N
South Africa,Kwazulu-Natal,Durban,Surfing,27-jan-1988,1988,Invalid,January,M,22.0,Minor injury,06:30,Other/Unknown,UNKNOWN
Australia,Torres Strait,,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu,21-jan-1988,1988,Invalid,January,M,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Louisiana,,Fishing,14-jan-1988,1988,Provoked,January,M,,Injury,No time specified,Other/Unknown,N
South Africa,Western Cape Province,Struisbaai,Attempting to lasso shark's tail,06-jan-1988,1988,Provoked,January,M,33.0,Injury,11:15,Other/Unknown,N
South Africa,Western Cape Province,Great Brak River,"Returning to shore, collided with shark",reported      05-jan-1988,1988,Provoked,January,Unknown,,No injury,No time specified,Other/Unknown,N
Australia,New South Wales,Sydney,Surfing,1988,1988,Unprovoked,,M,12.0,Injury,No time specified,Wobbegong Shark,N
Philippines,Mindoro,Off Manila,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker,20-dec-1987,1987,Sea Disaster,December,Unknown,,Other,No time specified,Other/Unknown,Y
Usa,Florida,"Palm Beach, Palm Beach County",Surfing,17-dec-1987,1987,Unprovoked,December,M,16.0,Injury,13:00,Blacktip Shark,N
Australia,New South Wales,Shoalhaven,,13-dec-1987,1987,Invalid,December,F,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"North Of Jupiter Inlet, Palm Beach County",Surfing,21-nov-1987,1987,Unprovoked,November,M,15.0,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,St. Lucia,,nov-1987,1987,Invalid,November,M,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,California,"Davenport Light, San Mateo County",Surfing,26-oct-1987,1987,Unprovoked,October,M,20.0,Injury,17:00,Other/Unknown,N
South Africa,Kwazulu-Natal,Richards Bay,Boogie boarding,25-oct-1987,1987,Invalid,October,M,14.0,Minor injury,16:00,Other/Unknown,UNKNOWN
South Africa,Western Cape Province,"Seal Island, False Bay",Spearfishing,11-oct-1987,1987,Unprovoked,October,M,21.0,Injury,12:15,White Shark,N
Dominican Republic,Between Dr And Puerto Rico,Mona Passage,"Vessel caught fire & capsized, survivors in the water",06-oct-1987,1987,Sea Disaster,October,Unknown,,Other,No time specified,Other/Unknown,Y
Australia,South Australia,"Merino Rocks, Adelaide",Scuba Diving for scallops,18-sep-1987,1987,Unprovoked,September,M,47.0,Fatal,No time specified,White Shark,Y
South Africa,Western Cape Province,Still Bay,Surfing,13-sep-1987,1987,Unprovoked,September,M,24.0,Injury,11:00,White Shark,N
Usa,Florida,"Satellite  Beach, Brevard County",Wading,20-aug-1987,1987,Unprovoked,August,M,12.0,Injury,11:30,Other/Unknown,N
Usa,California,"Tunitas Beach, San Mateo County",Surfing (sitting on his board),15-aug-1987,1987,Unprovoked,August,M,40.0,Injury,07:30,White Shark,N
Usa,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,21-jul-1987,1987,Unprovoked,July,M,27.0,Injury,09:15,Other/Unknown,N
Usa,Texas,"Mustang Island, Near Port Aransas",Body surfing,12-jul-1987,1987,Unprovoked,July,F,32.0,Injury,18:30,Other/Unknown,N
Usa,Texas,"Mustang Island, Near Port Aransas",Wading,12-jul-1987,1987,Unprovoked,July,F,16.0,Injury,14:30,Other/Unknown,N
Usa,South Carolina,Winyah Bay,Dropping anchor,11-jul-1987,1987,Watercraft,July,Unknown,,No injury,No time specified,Other/Unknown,N
Bahamas,Exuma Islands,Sampson Cay,Snorkeling,09-jul-1987,1987,Unprovoked,July,M,35.0,Injury,13:30,Other/Unknown,N
Bahamas,,,Spearfishing,jul-1987,1987,Unprovoked,July,M,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Nest Key, Monroe County",Fishing,13-jun-1987,1987,Provoked,June,M,,Injury,No time specified,Blacktip Shark,N
Usa,South Carolina,"Myrtle Beach, Horry County",,25-may-1987,1987,Unprovoked,May,M,12.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"St Augustine, St. Johns County",Surfing,08-may-1987,1987,Unprovoked,May,M,,Injury,No time specified,Other/Unknown,N
Australia,New South Wales,,Fishing,06-may-1987,1987,Provoked,May,M,34.0,Severe injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,Port Shepstone,Fishing,19-apr-1987,1987,Invalid,April,M,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Texas,"Mustang Island, Near Port Aransas",Swimming,18-apr-1987,1987,Unprovoked,April,F,16.0,Severe injury,18:00,Other/Unknown,N
Usa,Hawaii,"Kailua-Kona, Hawai'I",Swimming from shore to anchored sailboat,15-apr-1987,1987,Unprovoked,April,M,,Fatal,No time specified,Other/Unknown,Y
Vanuatu,Malampa Province,Vao Island,Swimming,01-apr-1987,1987,Unprovoked,April,M,8.0,Fatal,12:00,Other/Unknown,Y
Australia,Western Australia,Fourth Beach / Twilgth Beach,Surfing,30-mar-1987,1987,Unprovoked,March,M,18.0,Injury,No time specified,Bronze Whaler Shark,N
South Africa,Western Cape Province,Muizenberg,,30-mar-1987,1987,Provoked,March,Unknown,,No injury,No time specified,White Shark,N
Usa,Florida,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,28-feb-1987,1987,Unprovoked,February,M,,Injury,No time specified,Other/Unknown,N
Solomon Islands,Between Honiara & Isabel Island,,The inter-island ferry Vula sank in heavy weather,19-feb-1987,1987,Sea Disaster,February,Unknown,,Fatal,No time specified,Other/Unknown,Y
South Africa,Eastern Cape Province,Eerste River,Spearfishing,28-jan-1987,1987,Unprovoked,January,M,30.0,Injury,12:00,White Shark,N
Australia,Queensland,Lizard Island,Swimming,06-jan-1987,1987,Unprovoked,January,M,37.0,Injury,07:00,Other/Unknown,N
Montenegro,Adriatic Sea,"Mogren Beach, Budva",Jumped into the water from a cliff,1987,1987,Invalid,,M,,Fatal,No time specified,Other/Unknown,UNKNOWN
Italy,Tyrrhenian Sea,"Marciana Marina, Isola D'Elba",Boat,1987,1987,Watercraft,,M,,No injury,No time specified,White Shark,N
South Africa,Western Cape Province,Agulhas Banks,Spearfishing,31-dec-1986,1986,Unprovoked,December,M,,Injury,14:00,Raggedtooth Shark,N
South Africa,Western Cape Province,Saou Strand,Body boarding,22-dec-1986,1986,Unprovoked,December,M,21.0,Fatal,17:00,White Shark,Y
Usa,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,11-dec-1986,1986,Unprovoked,December,M,40.0,Injury,14:00,Blacktip Shark,N
Bahamas,Florida Straits,Off Cay Sal  Banks,Adrift after ditching plane in the sea,06-dec-1986,1986,Unprovoked,December,M,37.0,No injury,No time specified,Other/Unknown,N
Usa,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",Free diving  & spearfishing (submerged),06-dec-1986,1986,Unprovoked,December,M,27.0,Injury,10:00,White Shark,N
South Africa,Western Cape Province,Platbank,Spearfishing,04-dec-1986,1986,Invalid,December,M,22.0,No injury,No time specified,Other/Unknown,UNKNOWN
New Caledonia,,I'Le Ouen,Spearfishing,dec-1986,1986,Unprovoked,December,Unknown,,Injury,No time specified,Tiger Shark,N
Usa,Florida,"Daytona Beach, Volusia County",Surfing,30-nov-1986,1986,Unprovoked,November,M,17.0,Injury,10:30,Other/Unknown,N
Usa,Florida,"Indiatlantic, Brevard County",Surfing,19-nov-1986,1986,Unprovoked,November,M,26.0,Injury,10:40,Other/Unknown,N
Usa,Florida,"Tiger Shores Beach, Martin County",Surfing,04-nov-1986,1986,Unprovoked,November,M,23.0,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,Umhlanga,NSB Meshing,17-oct-1986,1986,Provoked,October,M,,Minor injury,No time specified,Raggedtooth Shark,N
Usa,Florida,"Sanibel Island, Lee County",Swimming,03-oct-1986,1986,Unprovoked,October,F,6.0,Injury,18:00,Lemon Shark,N
South Africa,Kwazulu-Natal,St. Michaels,Racing ski,05-oct-1986,1986,Unprovoked,October,M,32.0,No injury,11:00,Other/Unknown,N
Australia,Western Australia,"Direction Island, Cocos Islands",,01-oct-1986,1986,Unprovoked,October,Unknown,,Unknown,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Floridana Beach, Brevard County",Surfing,oct-1986,1986,Unprovoked,October,M,28.0,Injury,No time specified,Bull Shark,N
Usa,Florida,"Pinellas Point, Tampa Bay",,reported 22-sep-1986,1986,Invalid,September,Unknown,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Ormond Beach / Daytona Beach, Volusia County",Surfing,sep-1986,1986,Unprovoked,September,Unknown,,Other,No time specified,Other/Unknown,N
Usa,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,sep-1986,1986,Unprovoked,September,Unknown,18.0,Injury,No time specified,Other/Unknown,N
Usa,North Carolina,"Masonboro Inlet, New Hanover County",Surfing,19-aug-1986,1986,Unprovoked,August,Unknown,16.0,Injury,No time specified,Other/Unknown,N
South Africa,Western Cape Province,Reef On Seaward Side Of Geyser Island,Spearfishing,10-aug-1986,1986,Invalid,August,M,35.0,No injury,11:30,Other/Unknown,UNKNOWN
Australia,New South Wales,"North Head, Sydney Harbour",Scuba diving,03-aug-1986,1986,Unprovoked,August,F,,Other,No time specified,Wobbegong Shark,N
France,Gulf Of Lyons,Gruissan,,aug-1986,1986,Unprovoked,August,Unknown,,Other,No time specified,Other/Unknown,N
Australia,Western Australia,3 Km West Of Rottnest Island,Fishing,26-jul-1986,1986,Watercraft,July,Unknown,,No injury,No time specified,White Shark,N
Usa,South Carolina,"Myrtle Beach, Horry County",,09-jul-1986,1986,Unprovoked,July,M,8.0,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,Lamercy,Spearfishing,jul-1986,1986,Unprovoked,July,M,26.0,Minor injury,17:15,Other/Unknown,N
Australia,New South Wales,"North Head, Sydney Harbour",Scuba diving,18-may-1986,1986,Unprovoked,May,M,,Other,No time specified,Wobbegong Shark,N
South Korea,,,Shell diving,15-may-1986,1986,Unprovoked,May,M,,Fatal,No time specified,Other/Unknown,Y
Usa,Hawaii,"Kaliiwi, Kauai","Fishing, fell from rocks & disappeared",20-apr-1986,1986,Unprovoked,April,M,,Other,No time specified,Other/Unknown,Y
Spain,Catalonia,Lloret-De-Mar,Diving,apr-1986,1986,Unprovoked,April,M,,Minor injury,No time specified,Other/Unknown,N
Spain,Cádiz,Tarifa,Windsurfing,18-mar-1986,1986,Unprovoked,March,M,,Severe injury,10:55,White Shark,N
South Africa,Kwazulu-Natal,"North Beach, Durban",Treading water,15-mar-1986,1986,Unprovoked,March,M,26.0,Injury,16:15,Other/Unknown,N
South Africa,Eastern Cape Province,"The Fence, King'S Beach, Port Elizabeth",Surfing,5-mar-1986,1986,Unprovoked,March,M,23.0,No injury,No time specified,Other/Unknown,N
South Africa,Eastern Cape Province,East London,Surfing,18-feb-1986,1986,Unprovoked,February,M,21.0,No injury,12:00,White Shark,N
South Africa,Eastern Cape Province,Cape Recife,Surfing,17-feb-1986,1986,Unprovoked,February,M,,No injury,18:00,Other/Unknown,N
South Africa,Eastern Cape Province,"King'S Beach, Port Elizabeth",Swimming,07-feb-1986,1986,Unprovoked,February,M,46.0,Injury,18:30,Raggedtooth Shark,N
South Africa,Western Cape Province,Arniston,Spearfishing,06-feb-1986,1986,Unprovoked,February,M,29.0,Injury,13:30,Raggedtooth Shark,N
Australia,Victoria,Jan Juc Beach,Surfing,01-feb-1986,1986,Unprovoked,February,M,29.0,No injury,06:00,Bronze Whaler Shark,N
Usa,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,12-jan-1986,1986,Unprovoked,January,M,22.0,Injury,08:35,Blacktip Shark,N
Usa,California,"Linda Mar Beach, Pedro Point, San Mateo County",Surfing,1986,1986,Unprovoked,,M,16.0,No injury,13:00,Other/Unknown,N
South Africa,Kwazulu-Natal,Garvies Beach,Surfing,22-dec-1985,1985,Unprovoked,December,M,,Minor injury,No time specified,Other/Unknown,N
Usa,North Carolina,New Hanover County,,10-dec-1985,1985,Unprovoked,December,M,,Other,No time specified,Tiger Shark,N
Australia,Queensland,Gladstone,Fishing,11-nov-1985,1985,Provoked,November,M,,Injury,No time specified,Other/Unknown,N
Usa,California,"Southeast Farallon Island, Farallon Islands",Boat,05-nov-1985,1985,Watercraft,November,Unknown,,Injury,No time specified,White Shark,N
Usa,California,5 Miles South Of Redondo Beach,Fishing,03-nov-1985,1985,Provoked,November,M,24.0,Injury,No time specified,Other/Unknown,N
South Africa,Eastern Cape Province,East London,Body boarding,24-oct-1985,1985,Unprovoked,October,M,22.0,Severe injury,08:00,White Shark,N
Usa,California,"Point Conception, Santa Barbara County",Diving for abalone (Hookah),22-oct-1985,1985,Unprovoked,October,M,46.0,Minor injury,16:00,Other/Unknown,N
Usa,Hawaii,"Little Glass Shacks, Princeville, Kaua'I",Body boarding,18-oct-1985,1985,Unprovoked,October,M,33.0,Severe injury,No time specified,Tiger Shark,N
Usa,Hawaii,"Barbers Point, O'Ahu",Floating on inner tube after diving for lobster,12-oct-1985,1985,Unprovoked,October,M,24.0,Injury,No time specified,Other/Unknown,N
Usa,Alabama,"Gulf Shores, Baldwin County",Fishing,05-oct-1985,1985,Provoked,October,M,,Injury,No time specified,Other/Unknown,N
Usa,California,"Elephant Rock Near Tomales Point, Marin County",Free diving & spearfishing (descending),28-sep-1985,1985,Unprovoked,September,M,,No injury,No time specified,White Shark,N
South Africa,Kwazulu-Natal,T.O. Strand,Swimming,08-sep-1985,1985,Invalid,September,M,21.0,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Palm Beach, Palm Beach County",Scuba diving,08-sep-1985,1985,Unprovoked,September,M,,Injury,15:00,Other/Unknown,N
Usa,Florida,"Fort Pierce Inlet, St Lucie County",Swimming,05-sep-1985,1985,Invalid,September,M,17.0,Other,No time specified,Other/Unknown,UNKNOWN
Usa,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",Wading,22-aug-1985,1985,Unprovoked,August,M,87.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Wading,20-aug-1985,1985,Invalid,August,M,11.0,Injury,13:00,Other/Unknown,UNKNOWN
Usa,Florida,"Bayport, Hernando County",Scuba diving,17-aug-1985,1985,Invalid,August,M,67.0,Other,10:30,Other/Unknown,UNKNOWN
Usa,Florida,"Daytona Beach, Volusia County",Wading,25-jul-1985,1985,Unprovoked,July,F,13.0,Injury,17:00,Other/Unknown,N
Usa,Florida,"New Smyrna Beach, Volusia County",Surfing,25-jul-1985,1985,Unprovoked,July,M,15.0,Injury,10:22,Other/Unknown,N
Usa,California,"Off Shelter Cover (Between Fort Bragg & Eureka), Humboldt County",Bottom fishing for lingcod & had hooked a fish,21-jul-1985,1985,Watercraft,July,Unknown,,No injury,No time specified,White Shark,N
Usa,South Carolina,"Folly Beach, Charleston County",Playing in knee-deep water,19-jul-1985,1985,Unprovoked,July,F,10.0,Other,No time specified,Tiger Shark,N
Italy,Sicily,Punta Secca,Snorkeling,mid jul-1985 or mid jul-1986,1985,Unprovoked,July,M,13.0,Other,16:00,White Shark,N
Usa,California,"Long Beach, Los Angeles County","Surfing, but lying prone on his board",26-may-1985,1985,Unprovoked,May,M,,Injury,No time specified,Other/Unknown,N
South Africa,Kwazulu-Natal,Umdhloti,Spearfishing,08-may-1985,1985,Provoked,May,M,39.0,Other,No time specified,Other/Unknown,N
Usa,Florida,"Palm Beach, Palm Beach County",Surfing,16-mar-1985,1985,Unprovoked,March,M,25.0,Injury,No time specified,Other/Unknown,N
Australia,South Australia,"Wiseman’S Beach, Peake Bay, Port Lincoln",Free diving for scallops,03-mar-1985,1985,Unprovoked,March,F,33.0,Fatal,12:30,White Shark,Y
Usa,California,"San Miguel Island, Santa Barbara County",Scuba Diving for lobster (at surface),18-feb-1985,1985,Unprovoked,February,M,29.0,Other,12:45,White Shark,N
Usa,Florida,"15 Miles North Of Sebastian Inlet, Brevard County",Surfing,03-feb-1985,1985,Unprovoked,February,M,16.0,Injury,No time specified,Other/Unknown,N
South Africa,Western Cape Province,Struisbaai,Swimming,27-jan-1985,1985,Unprovoked,January,M,15.0,Injury,18:30,Raggedtooth Shark,N
South Africa,Kwazulu-Natal,Umzimkulu,,18-jan-1985,1985,Invalid,January,M,,Other,No time specified,Other/Unknown,UNKNOWN
South Africa,Kwazulu-Natal,Umbogintwini,Surfing,17-jan-1985,1985,Unprovoked,January,M,18.0,Injury,18:30,White Shark,N
New Zealand,South Island,Christchurch,Investigating shark sighting,16-jan-1985,1985,Watercraft,January,Unknown,,No injury,No time specified,Other/Unknown,N
South Africa,Western Cape Province,"Buffels Bay, False Bay",Spearfishing,04-jan-1985,1985,Unprovoked,January,M,34.0,Minor injury,11:30,White Shark,N
New Caledonia,South Province,Amedee Island,Spearfishing,jan-1985,1985,Unprovoked,January,Unknown,,Injury,No time specified,Tiger Shark,N
South Africa,Kwazulu-Natal,Salt Rock,Spearfishing,jan-1985,1985,Provoked,January,M,20.0,Injury,11:00,Other/Unknown,N
Vanuatu,Malampa Province,"Port Sandwich Bay, Lamap, Malakula",,1985,1985,Unprovoked,,M,,Fatal,No time specified,Other/Unknown,Y
Iran,,"Ramin, Near Ahvaz",Fishing,1985,1985,Unprovoked,,M,,Fatal,No time specified,Bull Shark,Y
Italy,Tyrrhenian Sea,"Marciana Marina, Isola D'Elba",Boat,03-dec-1984,1984,Watercraft,December,Unknown,,No injury,No time specified,White Shark,N
Australia,Queensland,1 Km Off Black'S Beach,Sailing on catamaran & fell into the water,30-nov-1984,1984,Unprovoked,November,M,16.0,Fatal,12:33,Tiger Shark,Y
Usa,Florida,"Jupiter Island Beach, Martin County",Surfing,11-nov-1984,1984,Unprovoked,November,M,13.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Fowey Rock, Key Biscayne",Spearfishing,04-nov-1984,1984,Provoked,November,M,29.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Wabasso Beach, Indian River County",Swimming,21-oct-1984,1984,Invalid,October,M,22.0,Injury,14:00,Other/Unknown,UNKNOWN
Usa,Florida,"3 Miles South Of Sebastian Inlet State Park, Indian River County",Surfing or body surfing,21-oct-1984,1984,Unprovoked,October,F,23.0,Injury,13:30,Other/Unknown,N
Usa,Florida,"Boynton Beach, Palm Beach County",Wading,17-oct-1984,1984,Invalid,October,F,77.0,Injury,12:05,Other/Unknown,UNKNOWN
Usa,Florida,"Bob Graham Beach, Martin County",Surfing,14-oct-1984,1984,Unprovoked,October,M,15.0,Injury,15:00,Blacktip Shark,N
Usa,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County",Surfing (sitting on his board),30-sep-1984,1984,Unprovoked,September,M,25.0,Minor injury,15:30,White Shark,N
Usa,California,"Tomales Point, Marin County","Free diving , but surfacing",30-sep-1984,1984,Unprovoked,September,M,,Injury,10:00,White Shark,N
Usa,Florida,Volusia County,Surfing,23-sep-1984,1984,Unprovoked,September,M,17.0,Injury,14:00,Other/Unknown,N
Usa,Florida,,Swimming,22-sep-1984,1984,Unprovoked,September,M,,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Indiatlantic, Brevard County",Surfing,22-sep-1984,1984,Unprovoked,September,M,16.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,Volusia County,Swimming,19-sep-1984,1984,Unprovoked,September,Unknown,,Unknown,No time specified,Other/Unknown,UNKNOWN
Usa,California,"Mission Beach, San Diego County",Wading,17-sep-1984,1984,Unprovoked,September,M,,Injury,15:30,Other/Unknown,N
Usa,California,"Pigeon Point, San Mateo County",Skindiving,15-sep-1984,1984,Unprovoked,September,M,28.0,Fatal,08:30,White Shark,Y
Mexico,Baja California,Guadalupe Island,Spearfishing,11-sep-1984,1984,Provoked,September,M,,No injury,17:50,White Shark,N
Usa,Florida,"Off Crystal River, Citrus County",Boat capsized?,24-aug-1984,1984,Invalid,August,F,31.0,Other,No time specified,Other/Unknown,UNKNOWN
Indonesia,,Bali,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",07-aug-1984,1984,Unprovoked,August,M,,Fatal,No time specified,Other/Unknown,Y
Usa,Texas,South Padre Island,Swimming,24-jul-1984,1984,Unprovoked,July,F,13.0,Injury,14:30,Other/Unknown,N
Usa,Texas,South Padre Island,Swimming,24-jul-1984,1984,Unprovoked,July,F,18.0,Severe injury,12:00,Other/Unknown,N
South Africa,Western Cape Province,Cape Point,Spearfishing,22-jul-1984,1984,Invalid,July,M,21.0,Fatal,11:00,Other/Unknown,UNKNOWN
Usa,Florida,,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water",01-jul-1984,1984,Unprovoked,July,M,30.0,Other,18:00,Other/Unknown,N
South Africa,Kwazulu-Natal,Sodwana,Spearfishing,jul-1984,1984,Unprovoked,July,M,,No injury,No time specified,Raggedtooth Shark,N
South Africa,Western Cape Province,"Muizenberg, False Bay",Surfing,15-jun-1984,1984,Unprovoked,June,M,27.0,No injury,17:30,White Shark,N
Usa,Hawaii,"Kane'Ohe Bay, O'Ahu",Towing her sister on plastic ski board,03-jun-1984,1984,Unprovoked,June,F,13.0,Injury,17:00,Other/Unknown,N
Vanuatu,Malampa Province,"Atchin Island, Off Malakula",Swimming,03-jun-1984,1984,Unprovoked,June,M,,Fatal,No time specified,Other/Unknown,Y
South Africa,Western Cape Province,Arniston,Spearfishing,31-may-1984,1984,Unprovoked,May,M,28.0,Injury,13:30,Other/Unknown,N
Somalia,,,Murder,17-mar-1984,1984,Invalid,March,M,,Fatal,No time specified,Other/Unknown,UNKNOWN
South Africa,Kwazulu-Natal,Amanzimtoti,Surfing,14-mar-1984,1984,Unprovoked,March,M,,No injury,17:30,Other/Unknown,N
South Africa,Eastern Cape Province,Swartkops River Mouth,Rowing,10-mar-1984,1984,Watercraft,March,M,,No injury,No time specified,Other/Unknown,N
Australia,Western Australia,Coral Bay,,01-mar-1984,1984,Unprovoked,March,Unknown,,Unknown,No time specified,Other/Unknown,UNKNOWN
South Africa,Eastern Cape Province,"Paradise Beach, Jeffrey’S Bay",Fishing,18-feb-1984,1984,Provoked,February,M,,Injury,No time specified,Raggedtooth Shark,N
South Africa,Kwazulu-Natal,"Shark Tank At Oceanographic Research Insitute, Durban",Scuba diving,17-feb-1984,1984,Provoked,February,M,33.0,Injury,09:00,Other/Unknown,N
South Africa,Eastern Cape Province,St. George’S Strand,,12-feb-1984,1984,Invalid,February,Unknown,,Other,No time specified,Other/Unknown,UNKNOWN
Australia,Queensland,Derwent Island,Spearfishing,11-feb-1984,1984,Unprovoked,February,M,27.0,Injury,No time specified,White Shark,N
South Africa,Eastern Cape Province,Port Alfred,Swimming,05-jan-1984,1984,Unprovoked,January,M,14.0,Injury,09:30,Raggedtooth Shark,N
South Africa,Kwazulu-Natal,Umlaas Canal,,04-jan-1984,1984,Unprovoked,January,F,14.0,Injury,No time specified,Other/Unknown,Y
Usa,California,San Francisco,Steinhart Aquarium,1984,1984,Provoked,,M,,Other,No time specified,Other/Unknown,N
Usa,Florida,"Indiatlantic, Brevard County",Surfing,1984,1984,Unprovoked,,M,,Injury,No time specified,Other/Unknown,N
Greece,Andikira Fokithes,,Spearfishing,30-dec-1983,1983,Invalid,December,M,36.0,Other,02:45,Other/Unknown,UNKNOWN
Usa,Florida,"Riviera Beach, Palm Beach County",Surfing,25-dec-1983,1983,Unprovoked,December,M,17.0,Injury,15:30,Other/Unknown,N
Australia,South Australia,"Dangerous Reef, South Neptune Island",Scuba diving for abalone,24-dec-1983,1983,Unprovoked,December,M,48.0,Injury,No time specified,White Shark,N
South Africa,Eastern Cape Province,Great Fish River,Swimming,22-dec-1983,1983,Unprovoked,December,M,16.0,Injury,12:30,Other/Unknown,N
South Africa,Eastern Cape Province,Nahoon,Swimming,21-dec-1983,1983,Unprovoked,December,M,47.0,Injury,08:15,Raggedtooth Shark,N
South Africa,Kwazulu-Natal,Lamercy,,07-dec-1983,1983,Invalid,December,M,,Other,No time specified,Other/Unknown,UNKNOWN
Philippines,Central Philippines,,Ferry boat sank,21-nov-1983,1983,Sea Disaster,November,M,,Other,No time specified,Other/Unknown,N
Usa,Florida,"Melbourne Beach, Brevard County",Surfing,reported      10-nov-1983,1983,Unprovoked,November,M,15.0,Injury,No time specified,Tiger Shark,N
South Africa,Kwazulu-Natal,Tongaat,Swimming,10-nov-1983,1983,Invalid,November,F,,Other,No time specified,Other/Unknown,UNKNOWN
Usa,Florida,"Stuart Beach, Martin County",Surfing,17-oct-1983,1983,Unprovoked,October,M,16.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Daytona Beach, Volusia County",Wading,13-oct-1983,1983,Unprovoked,October,M,20.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Off Lake Worth, Palm Beach County",Standing,04-sep-1983,1983,Unprovoked,September,M,15.0,Minor injury,No time specified,Other/Unknown,N
Usa,Oregon,"Cape Kiwanda,Tillamook County",Surfing,20-aug-1983,1983,Unprovoked,August,M,,No injury,10:00,White Shark,N
South Africa,Western Cape Province,"Seal Island, False Bay",Spearfishing,20-aug-1983,1983,Unprovoked,August,M,29.0,Injury,10:00,White Shark,N
Usa,Virginia,"Virginia Beach, Princess Anne County",Swimming,15-aug-1983,1983,Unprovoked,August,F,14.0,Injury,No time specified,Other/Unknown,N
Usa,Florida,"Riviera Beach, Palm Beach County",Skindiving,13-aug-1983,1983,Provoked,August,M,14.0,Other,No time specified,Nurse Shark,N
Usa,Florida,"6 Miles South Of Boca Chica Key, Monroe County",Diving,13-aug-1983,1983,Unprovoked,August,F,22.0,Severe injury,No time specified,Bull Shark,N
Usa,Rhode Island,,Fishing,06-aug-1983,1983,Watercraft,August,Unknown,,No injury,No time specified,Other/Unknown,N
